Dia,Mes,Ano,Departamento,Municipio,Lugar de Ocurrencia,Hecho Simultaneos,Tipo de Arma,Tipo de Implicado (2),No Victimas Fatales,Combatientes,Poblacion Civil,Lesionado,Fuente,
2,7,1991,Cundinamarca,Une,Cabecera Municipal,,,Guerrilla-FARC,1,1,,,Boletin Informativo Justicia y Paz Vol. 4 No 3 Pp. 35,
5,7,1991,La Guajira,San Juan del Cesar,Corregimiento La Junta,Secuestro,,Guerrilla-FARC,1,1,,,Boletin Informativo Justicia y Paz Vol. 4 No 3 Pp. 37,
6,7,1991,Cauca,La Sierra,Cabecera Municipal,,,Guerrilla-CGSB,2,2,,,Boletin Informativo Justicia y Paz Vol. 4 No 3 Pp. 38, 
7,7,1991,Cauca,Almaguer,Cabecera Municipal,,,Guerrilla-CGSB,2,2,,,Boletin Informativo Justicia y Paz Vol. 4 No 3 Pp. 39,
8,7,1991,Cundinamarca,Viota,Corregimiento San Gabriel,,,Guerrilla-CGSB,1,1,,,Boletin Informativo Justicia y Paz Vol. 4 No 3 Pp. 40,
10,7,1991,Tolima,Cunday,Corregimiento Valencia,Lesionado,,Guerrilla-CGSB,2,2,,1,Boletin Informativo Justicia y Paz Vol. 4 No 3 Pp. 41,
1,9,1991,Meta,El Castillo,Cabecera Municipal,,,Guerrilla-FARC,1,1,,,Boletin Informativo Justicia y Paz Vol. 4 No 3 Pp. 97,
8,10,1991,Vichada,Santa Rosalia,Cabecera Municipal,Pillaje,,Guerrilla-FARC,,,,,Boletin Informativo Justicia y Paz Vol. 4 No 4 Pp. 48,
8,10,1991,Vichada,La Primavera,Cabecera Municipal,Pillaje,,Guerrilla-FARC,1,1,,,Boletin Informativo Justicia y Paz Vol. 4 No 4 Pp. 48,
11,10,1991,Antioquia,Toledo,Cabecera Municipal,Pillaje y Lesionado,,Guerrilla-FARC,1,1,,1,Boletin Informativo Justicia y Paz Vol. 4 No 4 Pp. 49,
17,10,1991,Cauca,Lopez,Cabecera Municipal,Bienes Civiles,,Guerilla-FARC,3,3,,,Boletin Informativo Justicia y Paz Vol. 4 No 4 Pp. 49,
22,10,1991,Santander,Betulia,Cabecera Municipal,,,Guerrilla-FARC,,,,,Boletin Informativo Justicia y Paz Vol. 4 No 4 Pp. 50,
6,11,1991,Arauca,Fortul,Cabecera Municipal,Pillaje,Fusiles y Rockets,Guerrilla-ELN,5,5,,,Boletin Informativo Justicia y Paz Vol. 4 No 4 Pp. 80,
10,11,1991,Cundinamarca,Gutierrez,Cabecera Municipal,Bienes Civiles y Lesionado,,Guerrilla-FARC,,,,1,Boletin Informativo Justicia y Paz Vol. 4 No 4 Pp. 81,
13,11,1991,Cundinamarca,Pasca,Cabecera Municipal,Bienes Civiles,,Guerrilla-FARC,,,,,Boletin Informativo Justicia y Paz Vol. 4 No 4 Pp. 81,
18,11,1991,Norte de Santander,Bucarasica,Cabecera Municipal,,,Guerrilla-CGSB,3,3,,,Boletin Informativo Justicia y Paz Vol. 4 No 4 Pp. 82,
20,11,1991,Meta,Puerto Lopez,IP Remolino,,,Guerrilla-CGSB,,,,,Boletin Informativo Justicia y Paz Vol. 4 No 4 Pp. 82,
3,12,1991,Narino,Linares,Cabecera Municipal,,,Guerrilla-CGSB,,,,,Boletin Informativo Justicia y Paz Vol. 4 No 4 Pp. 106,
9,12,1991,Cesar,San Martin  ,Cabecera Municipal,,,Guerrilla-CGSB,3,3,,,Boletin Informativo Justicia y Paz Vol. 4 No 4 Pp. 107,
21,12,1991,Cauca,Argelia,cabecera Municipal,,,Guerrilla-FARC,,,,,Boletin Informativo Justicia y Paz Vol. 4 No 4 Pp. 109,
25,12,1991,Narino,Mallama,Cabecera Municipal,,,Guerrilla-FARC,6,6,,,Boletin Informativo Justicia y Paz Vol. 4 No 4 Pp. 109,
1,1,1991,Bolivar,San Pablo,Cabecera Municipal,,,Guerrilla-ELN,1,,1,,"Boletin Informativo Justicia y Paz. Volumen 4, No 1 Pp. 23",
1,1,1991,Santander,Cerrito,Cabecera Municipal,,,Guerrilla-ELN,2,1,1,,"oletin Informativo Justicia y Paz. Volumen 4, No 1 Pp. 23",
1,1,1991,Sucre,Guaranda,Cabecera Municipal,,,Guerrilla-ELN,1,,1,,"Boletin Informativo Justicia y Paz. Volumen 4, No 1 Pp. 22",
17,3,1991,Valle del Cauca,Candelaria,Cabecera Municipal,,,Guerrilla-FARC,7,6,1,,Boletin Informativo Justicia y Paz Vol. 4 No 1. Pp. 24,
30,3,1991,Antioquia,Guadalupe,Cabecera Municipal,,Fusiles y Artefactos Explosivos,Guerrilla-FARC,3,,3,,"Boletin Informativo Justicia y Paz. Volumen 4, No 1 Pp. 112",
13,5,1991,Casanare,Tamara,Cabecera Municipal,,,Guerrilla-CGSB,3,2,1,,"Boletin Informativo Justicia y Paz. Volumen 4, No 2 Pp. 69",
8,7,1991,Antioquia,Uramita,Cabecera Municipal,,,Guerrilla-FARC,2,1,1,,Boletin Justicia y Paz Vol. 4 No 1. Pp. 40,
10,7,1991,Bolivar,San Martin de Loba,Cabecera Municipal,,Fusiles y Artefactos Explosivos,Guerrilla-CGSB,5,4,1,1,Boletin Informativo Justicia y Paz Vol. 4 No 3 Pp. 41,
6,8,1991,Antioquia,Amalfi,Cabecera Municipal,Lesionado,,Guerrilla-CGSB,4,2,2,5,Boletin Informativo Justicia y Paz. Vol 4 No 3 Pp. 63,
15,8,1991,Bolivar,Santa Rosa del Sur,Cabecera Municipal,Bienes Civiles y Lesionado,,Guerrilla-CGSB,18,15,3,3,Boletin Informativo Justicia y Paz Vol. 4  No 3 Pp. 65,
10,9,1991,Bolivar,San Pablo,Cabecera Municipal,,,Guerrilla-CGSB,2,1,1,,Boletin Informativo Justicia y Paz Vol 4 No 3 Pp. 97,
14,10,1991,Huila,Acevedo,IP San Adolfo,,,Guerrilla No Identificada,1,,1,,Boletin Informativo Justicia y Paz. Vol 4 No 4 Pp. 38,
24,10,1991,Casanare,Tamara,Cabecera Municipal,Lesionado,,Guerrilla-CGSB,4,3,1,5,Boletin Informativo Justicia y Paz. Vol 4 No 4 Pp. 39,
24,11,1991,Cundinamarca,Medina,Cabecera Municipal, ,,Guerrilla-FARC,2,1,1,2,Boletin Informativo Justicia y Paz. Vol. 4 No 4 Pp. 71,
21,12,1991,Cauca,Argelia,Cabecera Municipal,Secuestro,,Guerrilla-FARC,1,,1,,Boletin Justicia y Paz Vol. 4 No 3 Pp. 109,
25,12,1991,Narino,Mallama,Cabecera Municipal,,,Guerrilla-FARC,7,6,1,,Boletin Justicia y Paz Vol. 4 No 3. Pp. 109,
30,12,1991,Boyaca,Chita,Cabecera Municipal,,,Guerrilla-FARC,2,1,1,,Boletin Informativo Justicia y Paz. Vol 4 No 4 Pp. 101,
16,1,1992,Meta,Fuente de Oro,IP Union del Ariari,,,Guerrilla-FARC,2,2,,,Boletin Informativo Justicia y Paz Vol. 5 No 1 Pp. 35,
23,1,1992,Narino,La Cruz,Cabecera Municipal,Bienes Civiles y Lesionado,,Guerrilla No Identificada,1,1,,1,Boletin Informativo Justicia y Paz Vol. 5 No 1 Pp. 35,
12,2,1992,Choco,Jurado,Cabecera Municipal,Bienes Civiles y Pillaje,,Guerrilla-FARC,1,1,,,Boletin Informativo Justicia y Paz Vol. 5 No 1 Pp. 62,
2,3,1992,Cesar,Gonzalez,Cabecera Municipal,Bienes Civiles,,Guerrilla-CGSB,,,,,Boletin Informativo Justicia y Paz Vol. 5 No 1 Pp. 92,
12,4,1992,Huila,Gigante,IP Silvania,Bienes Civiles,Rockets,Guerrilla-CGSB,8,8,,,Boletin Informativo Justicia y Paz Vol. 5 No 2 Pp. 39,
18,4,1992,Boyaca,El Cocuy,Cabecera Municipal,Bienes Civiles,,Guerrilla-ELN,2,2,,,Boletin Informativo Justicia y Paz Vol. 5 No 2 Pp. 40,
21,5,1992,Cauca,Padilla,Cabecera Municipal,Bienes Civiles y Lesionado,,Guerrilla-FARC,4,4, ,1,Boletin Informativo Justicia y Paz Vol. 5 No 2 Pp. 76,
2,7,1992,Cesar,Chiriguana,Cabecera Municipal,Bienes Civiles,,Guerrilla-ELN,,,,,Boletin Informativo Justicia y Paz Vol. 5 No 3 Pp. 36,
21,7,1992,Norte de Santander,El Carmen,Cabecera Municipal,Bienes Civiles,,Guerrilla-ELN,1,1,,,Boletin Informativo Justicia y Paz Vol. 5 No 3 Pp. 41,
11,8,1992,Meta,Mapiripan,Cabecera Municipal,,,Guerrilla-FARC,7,7,,,Boletin Informativo Justicia y Paz Vol. 5 No 3 Pp. 73,
16,8,1992,Meta,El Calvario,Cabecera Municipal,"Bienes Civiles, Civil Muerto y Lesionado",,Guerrilla-FARC,8,6,2,2,Boletin Informativo Justicia y Paz Vol. 5 No 3 Pp. 74,
18,8,1992,Huila,Hobo,Cabecera Municipal,Pillaje,,Guerrilla-FARC,,,,,Boletin Informativo Justicia y Paz Vol. 5 No 3 Pp. 75,
26,8,1992,Meta,San Juan de Arama,Cabecera Municipal,,,Guerrilla-FARC,,,,,Boletin Informativo Justicia y Paz Vol. 5 No 3 Pp. 76,
20,9,1992,Boyaca,Socota,Cabecera Municipal,"Bienes Civiles, Secuestro y Lesionado",,Guerrilla-ELN,5,5,,,Boletin Informativo Justicia y Paz Vol. 5 No 3 Pp. 104,
12,11,1992,Valle del Cauca,Ginebra,Cabecera Municipal,,,Guerrilla-FARC,9,9,,,Boletin Informativo Justicia y Paz Vol. 5 No 4 Pp. 72,
15,11,1992,Antioquia,Cocorna,Cabecera Municipal,Bienes Civiles,Artefactos Explosivos,Guerrilla-CGSB,,,,,Boletin Informativo Justicia y Paz Vol. 5 No 4 Pp. 73,
14,12,1992,Norte de Santander,Teorama,Cabecera Municipal,Lesionado,Fusiles y Rockets,Guerrilla-CGSB,3,3,,2,Boletin Informativo Justicia y Paz Vol. 5 No 4 Pp. 112,
16,12,1992,Cesar,San Diego,Cabecera Municipal,,,Guerrilla-CGSB,,,,,Boletin Informativo Justicia y Paz Vol. 5 No 4 Pp. 113,
24,12,1992,Narino,San Pablo,Cabecera Municipal,Bienes Civiles,Fusiles,Guerrilla-FARC,5,5,,,Boletin Informativo Justicia y Paz Vol. 5 No 4 Pp. 115,
4,1,1992,Cesar,San Alberto,Cabecera Municipal,Bienes Civiles,,Guerrilla-CGSB,4,3,1,,Boletin Justicia y Paz Vol. 5 No 1 Pp. 25,
19,2,1992,Antioquia,Yali,Cabecera Municipal,Bienes Civiles,Artefacto Explosivo,Guerrilla-FARC,1,,1,,Boletin Informativo Justicia y Paz Vol 5 No 1 Pp 56,
28,2,1992,Guaviare,Miraflores,Cabecera Municipal,Lesionado,,Guerrilla-FARC,2,,2,3,Boletin Justicia y Paz Vol. 5 No 1 Pp. 64,
16,3,1992,Meta,San Carlos de Guaroa,Cabecera Municipal,,,Guerrilla-FARC,3,2,1,,Boletin Justicia y Paz Vol. 5 No 1 Pp. 85,
19,4,1992,Meta,Puerto Lleras,Cabecera Municipal,,,Guerrilla-FARC,2,,2,,Boletin Informativo Justicia y Paz. Vol 5 No 2  Pp 31,
18,8,1992,Sucre,Caimito,Cabecera Municipal, ,,Guerrilla-ELN,2,1,1,,Boletin Informativo Justicia y Paz. Vol 5 No 3 Pp 64,
26,10,1992,Antioquia,Arboletes,Cabecera Municipal,Lesionado,,Guerrilla-FARC,4,3,1,7,Boletin Informativo Justicia y Paz. Vol 5 No 4 Pp 27,
25,10,1992,Cesar,Pelaya,Cabecera Municipal,Lesionado,,Guerrilla-CGSB,3,1,2,1,Boletin Informativo Justicia y Paz. Vol 5 No 4 Pp 27,
25,1,1993,Boyaca,Tasco,Cabecera Municipal,Bienes Civiles,,Guerrilla-CGSB,,,,,Boletin Informativo Justicia y Paz Vol 6 No 1 Pp. 50,
1,2,1993,Cauca,Caloto,Cabecera Municipal,Bienes Civiles,Fusiles y Artefactos Explosivos,Guerrilla-Jaime Bateman cayon,,,,,Boletin Informativo Justicia y Paz Vol 6 No 1 Pp. 83,
3,2,1993,Narino,Samaniego,Cabecera Municipal,Bienes Civiles,,Guerrilla-ELN,,,,,Boletin Informativo Justicia y Paz Vol 6 No 1 Pp. 83,
14,2,1993,Casanare,Aguazul,Cabecera Municipal,,,Guerrilla-FARC,1,1,,,Boletin Informativo Justicia y Paz Vol 6 No 1 Pp. 86,
1,3,1993,Boyaca,Guacamayas,Cabecera Municipal,Pillaje,,Guerrilla-FARC,,,,,Boletin Informativo Justicia y Paz Vol 6 No 1 Pp. 119,
8,3,1993,Arauca,Cravo Norte,Cabecera Municipal,Pillaje,,Guerrilla-CGSB,,,,,Boletin Informativo Justicia y Paz Vol 6 No 1 Pp. 120,
28,4,1993,Narino,Guatarilla,Cabecera Municipal,Bienes Civiles,,Guerrilla-FARC,,,,,Boletin Informativo Justicia y Paz Vol 6 No 2 Pp. 52,
26,5,1993,Cauca,Caldono,IP Siberia,Bienes Civiles,,Guerrilla-FARC,1,1,,,Boletin Informativo Justicia y Paz Vol 6 No 2 Pp. 79,
25,6,1993,Santander,Concepcion,Cabecera Municipal,Bienes Civiles y Pillaje,,Guerrilla-FARC,,,,,Boletin Informativo Justicia y Paz Vol 6 No 2 Pp. 108,
16,7,1993,Narino,Samaniego,Cabecera Municipal,Bienes Civiles,,Guerrilla-FARC,,,,,Boletin Informativo Justicia y Paz Vol 6 No 3 Pp. 35,
31,8,1993,Narino,Magüi-Payan,Cabecera Municipal,,Fusiles,Guerrilla-FARC,,,,,Boletin Informativo Justicia y Paz Vol 6 No 3 Pp. 70,
3,10,1993,Cundinamarca,utica,Cabecera Municipal,Bienes Civiles y Pillaje,,Guerrilla-FARC,,,,,Boletin Informativo Justicia y Paz Vol 6 No 4 Pp. 38,
23,11,1993,Santander,Chipata,Cabecera Municipal,Bienes Civiles,,Guerrilla-FARC y ELN,1,1,,,Boletin Informativo Justicia y Paz Vol 6 No 4 Pp. 77,
1,1,1993,Arauca,Puerto Rondon,Cabecera Municipal,,,Guerrilla-ELN,,,,,Banco de Datos de Derechos Humanos y Violencia Politica del CINEP,
19,1,1993,Amazonas,Leticia,IP Santa Sofia,,,Guerrilla-FARC,5,2,3,,Boletin Informativo Justicia y Paz. Vol 6 No 1 Pp 40,
28,10,1993,Antioquia,Amalfi,Cabecera Municipal,Bienes Civiles y Lesionado,,Guerrilla-ELN,7,6,1,3,Boletin Justicia y Paz Vol. 6 No 4 Pp. 30,
17,1,1994,Santander,Florian,Cabecera Municipal,Pillaje,,Guerrilla No Identificada,4,4,,,Boletin Informativo Justicia y Paz Vol 7 No 1 Pp. 46,
18,2,1994,Norte de Santander,Cucutilla,Cabecera Municipal,Bienes Civiles y Lesionado,,Guerrilla-FARC,2,2,,1,Boletin Informativo Justicia y Paz Vol 7 No 1 Pp. 76-77,
21,2,1994,Cundinamarca,La Pena,Cabecera Municipal,,,Guerrilla-FARC,2,2,,,Boletin Informativo Justicia y Paz Vol 7 No 1 Pp. 77,
21,2,1994,Cundinamarca,Venecia,Cabecera Municipal,,,Guerrilla-FARC,1,1,,,Boletin Informativo Justicia y Paz Vol 7 No 1 Pp. 77,
23,2,1994,Boyaca,Tota,Cabecera Municipal,Lesionado,,Guerrilla-FARC,1,1,,1,Boletin Informativo Justicia y Paz Vol 7 No 1 Pp. 78,
7,3,1994,Boyaca,Tasco,Cabecera Municipal,Bienes Civiles,,Guerrilla-FARC,1,1,,,Boletin Informativo Justicia y Paz Vol 7 No 1 Pp. 106-107,
20,3,1994,Antioquia,Angostura,Cabecera Municipal,Bienes Civiles,Rockets,Guerrilla-FARC,1,1,,,Boletin Informativo Justicia y Paz Vol 7 No 1 Pp. 109,
9,4,1994,Cauca,Caldono,IP Siberia,,,Guerrilla-FARC,1,1,,,Boletin Informativo Justicia y Paz Vol 7 No 2 Pp. 46,
23,4,1994,Meta,Villavicencio,IP La Concepcion,Bienes Civiles,,Guerrilla-FARC,2,2,,,Boletin Informativo Justicia y Paz Vol 7 No 2 Pp. 48,
26,4,1994,Cundinamarca,Medina,Cabecera Municipal,Bienes Civiles y Pillaje,,Guerrilla-FARC,,,,,Boletin Informativo Justicia y Paz Vol 7 No 2 Pp. 49,
27,4,1994,Antioquia,Remedios,Cabecera Municipal,Bienes Civiles y Lesionado,,Guerrilla-FARC,,,,1,Boletin Informativo Justicia y Paz Vol 7 No 2 Pp. 49,
4,5,1994,Antioquia,Giraldo,Cabecera Municipal,Bienes Civiles,,Guerrilla-FARC,,,,,Boletin Informativo Justicia y Paz Vol 7 No 2 Pp. 74,
8,5,1994,Bolivar,Magangue,Corregimiento El Retiro,,,Guerrilla-FARC,,,,,Boletin Informativo Justicia y Paz Vol 7 No 2 Pp. 75,
8,5,1994,Cundinamarca,Gachala,Cabecera Municipal,Bienes Civiles y Pillaje,,Guerrilla-FARC,2,2,,,Boletin Informativo Justicia y Paz Vol 7 No 2 Pp. 75,
2,6,1994,Norte de Santander,Villa del Rosario,Cabecera Municipal,Bienes Civiles,,Guerrilla-FARC,3,3,,,Boletin Informativo Justicia y Paz Vol 7 No 2 Pp. 108,
7,6,1994,Antioquia,Peque,Cabecera Municipal,Bienes Civiles,,Guerrilla-FARC,1,1,,,Boletin Informativo Justicia y Paz Vol 7 No 2 Pp. 108,
7,6,1994,Huila,Gigante,Cabecera Municipal,,,Guerrilla-FARC,2,2,,,Boletin Informativo Justicia y Paz Vol 7 No 2 Pp. 108,
17,7,1994,Casanare,Pore,Cabecera Municipal,Bienes Civiles,,Guerrilla-FARC,1,1,,,Boletin Informativo Justicia y Paz Vol 7 No 3 Pp. 59,
19,7,1994,Cundinamarca,Pasca,Cabecera Municipal,Bienes Civiles,,Guerrilla-FARC,2,2,,,Boletin Informativo Justicia y Paz Vol 7 No 3 Pp. 60,
19,7,1994,Tolima,Villarrica,Cabecera Municipal,,,Guerrilla-FARC,1,1,,,Boletin Informativo Justicia y Paz Vol 7 No 3 Pp. 61,
19,7,1994,Tolima,Cunday,IP Tres Esquinas,,,Guerrilla-FARC,1,1,,,Boletin Informativo Justicia y Paz Vol 7 No 3 Pp. 61,
29,7,1994,Cundinamarca,Chipaque,Cabecera Municipal,Bienes Civiles,,Guerrilla-FARC,,,,,Boletin Informativo Justicia y Paz Vol 7 No 3 Pp. 64,
6,8,1994,Valle del Cauca,San Pedro,Cabecera Municipal,Bienes Civiles,Fusiles y Artefactos Explosivos,Guerrilla No Identificada,1,1,,,Boletin Informativo Justicia y Paz Vol 7 No 3 Pp. 90,
7,8,1994,Caqueta,Cartagena del Chaira,Cabecera Municipal,Bienes Civiles,,Guerrilla-FARC,5,5,,,Boletin Informativo Justicia y Paz Vol 7 No 3 Pp. 90,
7,8,1994,Cauca,Toribio,Cabecera Municipal,Bienes Civiles,Artefactos Explosivos,Guerrilla-FARC,1,1,,,Boletin Informativo Justicia y Paz Vol 7 No 3 Pp. 90,
7,8,1994,Norte de Santander,Santiago,Cabecera Municipal,Bienes Civiles,,Guerrilla-ELN,,,,,Boletin Informativo Justicia y Paz Vol 7 No 3 Pp. 90,
8,8,1994,Huila,Saladoblanco,Cabecera Municipal,Bienes Civiles,"Fusiles, Granadas y Artefactos Explosivos",Guerrilla-FARC,1,1,,,Boletin Informativo Justicia y Paz Vol 7 No 3 Pp. 91,
18,8,1994,Narino,El Rosario,Cabecera Municipal, ,Rockets y Bombas,Guerrilla-FARC,1,1,,,Boletin Informativo Justicia y Paz Vol 7 No 3 Pp. 93,
19,8,1994,Cundinamarca,Tibacuy,IP Cumaca,Pillaje,,Guerrilla-FARC,1,1,,,Boletin Informativo Justicia y Paz Vol 7 No 3 Pp. 93,
21,8,1994,Cesar,Manaure,Cabecera Municipal,Lesionado,,Guerrilla-FARC,,,,1,Boletin Informativo Justicia y Paz Vol 7 No 3 Pp. 61,
31,8,1994,La Guajira,Barrancas,Cabecera Municipal,Bienes Civiles,,Guerrilla-EPL,,,,,Boletin Informativo Justicia y Paz Vol 7 No 3 Pp. 96,
21,9,1994,Cundinamarca,San Bernardo,Cabecera Municipal,Pillaje y Lesionado,,Guerrilla-FARC,,,,2,Boletin Informativo Justicia y Paz Vol 7 No 3 Pp. 124,
11,11,1994,Antioquia,San Pedro de Uraba,Cabecera Municipal,,,Guerrilla-FARC,6,6,,,Boletin Informativo Justicia y Paz Vol 7 No 4 Pp. 82-83,
11,12,1994,Antioquia,Remedios,Cabecera Municipal,Bienes Civiles,Fusiles y Artefactos Explosivos,Guerrilla-FARC,,,,,Boletin Informativo Justicia y Paz Vol 7 No 4 Pp. 109,
27,12,1994,Cundinamarca,Beltran,Cabecera Municipal,,,Guerrilla-EPL,1,1,,,Boletin Informativo Justicia y Paz Vol 7 No 4 Pp. 111,
23,12,1994,La Guajira,Riohacha,Cabecera Municipal,,,Guerrilla-EPL,,,,,Boletin Informativo Justicia y Paz Vol 7 No 4 Pp. 111,
20,7,1994,Tolima,Roncesvalles,Cabecera Municipal, ,,Guerrilla-FARC,1,,1,,"Boletin Informativo Justicia y Paz, Vol 7  No 3 Pp. 49",
5,8,1994,Cauca,Piendamo,Cabecera Municipal,,,Guerrilla-FARC,3,1,2,,"Boletin Informativo Justicia y Paz, Vol 7 No 3. Pp. 80",
19,7,1994,Cundinamarca,La Calera,Cabecera Municipal,Bienes Civiles y Asesinato Selectivo,,Guerrilla-FARC,,,,,Banco de Datos de Derechos Humanos y Violencia Politica del CINEP,
6,1,1995,Arauca,Fortul,Cabecera Municipal, ,,Guerrilla-FARC,,,,,Boletin Informativo Justicia y Paz Vol. 8 No 1 Pp. 26,
7,1,1995,Cauca,La Vega,Cabecera Municipal,,,Guerrilla-ELN,1,1,,,Boletin Informativo Justicia y Paz Vol. 8 No 1 Pp. 26,
15,1,1995,Antioquia,Caicedo ,Cabecera Municipal,Bienes Civiles y Lesionado,,Guerrilla-FARC,4,2, ,2,Boletin Informativo Justicia y Paz Vol. 8 No 1 Pp. 51,
10,2,1995,Antioquia,Angostura,Cabecera Municipal,,,Guerrilla-FARC,,,,,Boletin Informativo Justicia y Paz Vol. 8 No 1 Pp. 84,
17,2,1995,Casanare,Tamara,Cabecera Municipal,Bienes Civiles,,Guerrilla-FARC,2,2,,,Boletin Informativo Justicia y Paz Vol. 8 No 1 Pp. 85,
20,3,1995,Huila,La Plata,IP Belen,Bienes Civiles,,Guerrilla-FARC,,,,,Boletin Informativo Justicia y Paz Vol. 8 No 1 Pp. 115,
5,4,1995,Cundinamarca,Fosca,Cabecera Municipal,Bienes Civiles y Lesionado,,Guerrilla-FARC,,,,2,Boletin Informativo Justicia y Paz Vol. 8 No 2 Pp. 54,
21,4,1995,Antioquia,Penol,Cabecera Municipal,Lesionado,Fusiles y Granadas,Guerrilla-FARC,1,1, ,1,Boletin Informativo Justicia y Paz Vol. 8 No 2 Pp. 57,
28,4,1995,Antioquia,Vigia del Fuerte,Cabecera Municipal,,,Guerrilla-ELN,1,1,,,Boletin Informativo Justicia y Paz Vol. 8 No 2 Pp. 58,
24,5,1995,Antioquia,San Francisco,Cabecera Municipal,Bienes Civiles y Lesionado,,Guerrilla-ELN,,,,1,Boletin Informativo Justicia y Paz Vol. 8 No 2 Pp. 93,
28,5,1995,Cesar,Valledupar,Corregimiento Aguas Blancas,,Fusiles y Granadas,Guerrilla-ELN,1,1,,,Boletin Informativo Justicia y Paz Vol. 8 No 2 Pp. 94,
2,7,1995,Cundinamarca,Junin,IP El Salitrico,,"Fusiles, Granadas y Rockets",Guerrilla-FARC,5,5,,,Boletin Informativo Justicia y Paz Vol. 8 No 3 Pp. 45,
13,7,1995,Caqueta,Milan,Cabecera Municipal,,Rockets y Granadas,Guerrilla-FARC,4,4,,,Boletin Informativo Justicia y Paz Vol. 8 No 3 Pp. 46,
4,8,1995,Antioquia,Toledo,Cabecera Municipal,,,Guerrilla-FARC,4,4,,,Boletin Informativo Justicia y Paz Vol. 8 No 3 Pp. 80,
6,8,1995,Cundinamarca,Guataqui,Cabecera Municipal,Lesionado,,Guerrilla-FARC,4,4,,1,Boletin Informativo Justicia y Paz Vol. 8 No 3 Pp. 80,
19,10,1995,Boyaca,Mongua,Cabecera Municipal,Bienes Civiles,Fusiles y Pistolas,Guerrilla No Identificada,,,,,Boletin Informativo Justicia y Paz Vol. 8 No 4 Pp. 47,
28,10,1995,Cauca,Toribio,Cabecera Municipal,Bienes Civiles,"Rockets, Granadas y Artefactos Explosivos",Guerrilla-FARC,,,,,Boletin Informativo Justicia y Paz Vol. 8 No 4 Pp. 48,
20,11,1995,Cesar,Valledupar,IP Patillal,Bienes Civiles y Lesionado,,Guerrilla-ELN,,,,1,Boletin Informativo Justicia y Paz Vol. 8 No 4 Pp. 69,
29,11,1995,Boyaca,Mongua,Cabecera Municipal,Bienes Civiles,,Guerrilla No Identificada,,,,,Boletin Informativo Justicia y Paz Vol. 8 No 4 Pp. 70,
3,12,1995,Sucre,Chalan,Cabecera Municipal,Bienes Civiles,,Guerrilla-FARC,,,,,Boletin Informativo Justicia y Paz Vol. 8 No 4 Pp. 91,
20,12,1995,Antioquia,Canasgordas,IP Castillal,,,Guerrilla-FARC,2,2,,,,
13,1,1995,Tolima,Planadas,Cabecera Municipal,Bienes Civiles,,Guerrilla-FARC,7,4,3,,Boletin Justicia y Paz Vol. 8  No 1. Pp. 51,
5,3,1995,Antioquia,Ituango,Cabecera Municipal,"Bienes Civiles, Lesionado y Secuestro",,Guerrilla-FARC,7,1,6,,Boletin Justicia y Paz Vol. 8 No 1. Pp. 113,
18,5,1995,Cundinamarca,Ubaque,Cabecera Municipal,,,Guerrilla-FARC,3,2,1,,Boletin Justicia y Paz Vol. 8 No 2. Pp. 92,
7,8,1995,Guaviare,Miraflores,Cabecera Municipal,Bienes Civiles y Lesionado,,Guerrilla-FARC,16,9,7,,Boletin Informativo Justicia y Paz Vol. 8 No 3. Pp. 80,
10,8,1995,Cauca,Totoro,Cabecera Municipal,Lesionado,,Guerrilla-FARC,1,,1,1,Boletin Informativo Justicia y Paz Vol 8  No 3. Pp. 72,
16,10,1995,Caldas,Pensilvania,ID Pueblonuevo,,,Guerrilla-FARC,2,1,1,,Boletin Informativo Justicia y Paz Vol 8 No 4. Pp. 37,
29,11,1995,Boyaca,Gameza,Cabecera Municipal, ,,Guerrilla No Identificada,1,,1,,"Boletin Informativo Justicia y Paz, Vol. 8 No 4. Pp. 64",
25,12,1995,Cundinamarca,Une,Cabecera Municipal,,Artefacto Explosivo,Guerrilla-FARC,2,1,1,,Boletin Informativo Justicia y Paz Vol. 8 No 4. Pp. 86,
22,1,1996,Cauca,Paez,Cabecera Municipal,Bienes Civiles y Lesionado,,Guerrilla-FARC,2,2,,1,Boletin Informativo Justicia y Paz Vol. 9 No 1 Pp. 26,
23,1,1996,Tolima,Dolores,Cabecera Municipal,Bienes Civiles,,Guerrilla-FARC,4,3,1,,Boletin Informativo Justicia y Paz Vol. 9 No 1 Pp. 26,
21,2,1996,Caldas,Samana,Corregimiento Florencia, ,,Guerrilla-FARC,,,,,Boletin Informativo Justicia y Paz Vol. 9 No 1 Pp. 53,
21,2,1996,Tolima,Libano,Corregimiento Santa Teresa,Bienes Civiles,,Guerrilla-ELN,1,1,,,Boletin Informativo Justicia y Paz Vol. 9 No 1 Pp. 53,
6,3,1996,Narino,Santa Barbara-Iscuande,Cabecera Municipal,Pillaje y Secuestro,,Guerrilla-FARC,,,,,Boletin Informativo Justicia y Paz Vol. 9 No 1 Pp. 74,
12,3,1996,Sucre,Chalan,Cabecera Municipal,Bienes Civiles,Fusiles y Artefactos Explosivos,Guerrilla-FARC,11,11,,,Boletin Informativo Justicia y Paz Vol. 9 No 1 Pp. 75,
