Dia,Mes,Ano,Departamento,Municipio,Lugar de Ocurrencia,Tipo de Implicado (1),Tipo de Implicado (2),Nº Victimas,Fuente,
29,6,2004,Atlantico,Barranquilla,Cabecera Municipal,Desconocidos,Desconocidos,1,Noche y Niebla # 29 Pp. 260,
29,6,2004,Bolivar,Magangue,Cabecera Municipal - Barrio 2 de Noviembre,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 29 Pp. 260,
29,6,2004,Bolivar,Santa Rosa,,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 29 Pp. 260,
30,6,2004,Caldas,Riosucio,,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 29 Pp. 261,
30,6,2004,Magdalena ,Santa Marta,Cabecera Municipal,Grupos Paramilitares,Grupos Paramilitares,1,Banco de Datos de Derechos Humanos y Violencia Politica del CINEP,
30,6,2004,Valle del Cauca,Dagua,Sitio Molino del Puerto,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 29 Pp. 261,
30,6,2004,Guaviare,San Jose del Guaviare,IP Sabanas de la Fuga,Guerrilla  ,Guerrilla-FARC,1,Banco de Datos de Derechos Humanos y Violencia Politica del CINEP,
1,7,2004,Quindio,Genova,Vereda Pedregales Alto,Fuerza Publica,Ejercito Nacional,1,Banco de Datos de Derechos Humanos y Violencia Politica del CINEP,
1,7,2004,Huila,Pitalito,Vereda Anserma,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 30 Pp. 55 ,
1,7,2004,Sucre,Sincelejo,Cabecera Municipal - Barrio El Zumbao,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 30 Pp. 55 ,
1,7,2004,Sucre,Since,Vereda El Santo,Guerrilla  ,Guerrilla-FARC,1,Noche y Niebla # 30 Pp. 55 ,
2,7,2004, Antioquia,Concepcion,Vereda Corrientes,Fuerza Publica,Ejercito Nacional,2,Banco de Datos de Derechos Humanos y Violencia Politica del CINEP,
2,7,2004, Antioquia,San Luis,Vereda Los Planes,Fuerza Publica,Ejercito Nacional,3,Noche y Niebla # 30 Pp. 85. Actualizacion Banco de Datos de Derechos Humanos y Violencia Politica del CINEP,
3,7,2004, Antioquia,Granada,Corregimiento Santa Ana - Vereda La Mesa,Fuerza Publica,Ejercito Nacional,2,Banco de Datos de Derechos Humanos y Violencia Politica del CINEP,
3,7,2004,Sucre,Chalan,Vereda Buenos Aires,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 30 Pp. 56,
3,7,2004,Huila ,Colombia,Vereda La Armenia,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 30 Pp. 56 ,
3,7,2004,Risaralda,Dosquebradas,Cabecera Municipal - Barrio Las Violetas,Grupos Paramilitares,Grupos Paramilitares,2,Noche y Niebla # 30 Pp. 56 y 57,
3,7,2004,Risaralda,Quinchia,Vereda Juan Tapao,Grupos Paramilitares,Grupos Paramilitares,3,Noche y Niebla # 30 Pp. 57,
3,7,2004,Santander,Puerto Wilches,Via a IP El Pedral,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 30 Pp. 58,
3,7,2004,Bolivar,Cantagallo,Caserio Cagui,Guerrilla  ,Guerrilla No Identificada,1,Noche y Niebla # 30 Pp. 57,
3,7,2004,Norte de Santander,Sardinata,Corregimiento San Roque,Guerrilla  ,Guerrilla-ELN,1,Noche y Niebla # 30 Pp. 57 y 58,
4,7,2004,Cordoba,San Pelayo,Cabecera Municipal,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 30 Pp. 58,
4,7,2004,Tolima,Villahermosa,Via a Casabienca - Sitio Alto Bonito,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 30 Pp. 58,
5,7,2004,Caldas,Samana,Vereda Villeta,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 30 Pp. 59,
5,7,2004,Cauca,Mercaderes,Vereda Pueblo Nuevo,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 30 Pp. 60,
5,7,2004,Cauca,Rosas,Via a Popayan - Vereda Loma Grande ,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 30 Pp. 60,
5,7,2004,Huila ,Hobo,Vereda Agua Fria,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 30 Pp. 59,
5,7,2004,Risaralda,Belen de Umbria,Cabecera Municipal ,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 30 Pp. 59,
5,7,2004,Magdalena ,Pueblo Viejo,Sitio Boca Caiman y La Rinconada,Grupos Paramilitares,Grupos Paramilitares,2,Noche y Niebla # 30 Pp. 59,
5,7,2004,Meta,Granada,Via a Fuente de Oro,Grupos Paramilitares,Grupos Paramilitares,1,Banco de Datos de Derechos Humanos y Violencia Politica del CINEP,
6,7,2004,Meta,El Castillo,Sitio La Y,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 30 Pp. 60,
7,7,2004,Huila,Pitalito,Cabecera Municipal,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 30 Pp. 61,
7,7,2004,Risaralda,Pereira,Cabecera Municipal - Barrio La Carrilera,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 30 Pp. 61 y 62,
7,7,2004,Risaralda,Quinchia,Zona Rural,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 30 Pp. 62,
8,7,2004,Caqueta,Cartagena del Chaira,Zona Rural,Fuerza Publica,Ejercito Nacional,1,Noche y Niebla # 30 Pp. 62,
8,7,2004,Caldas,Riosucio,Corregimiento San Lorenzo,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 30 Pp. 62,
9,7,2004, Antioquia,Andes,Cabecera Municipal - Barrio El Corid,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 30 Pp. 63,
9,7,2004,Magdalena ,Cienaga,Sitio La Trochas de las Margaritas,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 30 Pp. 62,
9,7,2004,Risaralda,Quinchia,Vereda El Cedral,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 30 Pp. 63,
10,7,2004,Atlantico,Barranquilla,,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 30 Pp. 63,
10,7,2004,Huila,Garzon,Vereda San Jose de la Florida,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 30 Pp. 63 y 64,
10,7,2004,Risaralda,Pereira,Vereda El Cedral,Grupos Paramilitares,Grupos Paramilitares,3,Noche y Niebla # 30 Pp. 64,
10,7,2004, Antioquia,San Francisco,Via a Medellin,Guerrilla  ,Guerrilla-FARC,2,Noche y Niebla # 30 Pp. 64,
11,7,2004,Huila,Pitalito,Vereda Alto Bellavista,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 30 Pp. 65,
11,7,2004,Huila,Pitalito,IP La Laguna,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 30 Pp. 65,
11,7,2004,Huila,Pitalito,IP La Laguna,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 30 Pp. 65,
11,7,2004,Risaralda,Quinchia,Vereda La Cumbre,Grupos Paramilitares,Grupos Paramilitares,2,Noche y Niebla # 30 Pp. 65,
12,7,2004,Magdalena ,San Sebastian de Buenavista,Corregimiento Las Margaritas,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 30 Pp. 66 ,
12,7,2004,Meta,Villavicencio,Cabecera Municipal - Barrio Porfia,Grupos Paramilitares,Grupos Paramilitares,2,Noche y Niebla # 30 Pp. 66 ,
12,7,2004,Meta,Vista Hermosa,Via a San Juan de Arama,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 30 Pp. 67,
12,7,2004,Santander,Barrancabermeja,Cabecera Municipal - Barrio Chico,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 30 Pp. 67,
12,7,2004,Santander,Barrancabermeja,Cabecera Municipal - Barrio Las Americas,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 30 Pp. 67,
12,7,2004,Valle del Cauca,Trujillo,Corregimiento Venecia,Grupos Paramilitares,Grupos Paramilitares,1,Banco de Datos de Derechos Humanos y Violencia Politica del CINEP,
12,7,2004,Caldas,Pensilvania,Corregimiento Bolivia  ,Guerrilla  ,Guerrilla-FARC,1,Noche y Niebla # 30 Pp. 67,
12,7,2004,Caldas,Riosucio,Vereda San Jose  ,Guerrilla  ,Guerrilla-FARC,1,Noche y Niebla # 30 Pp. 67,
12,7,2004,Sucre,Coloso,Caserio El Ojito,Guerrilla  ,Guerrilla-FARC,1,Noche y Niebla # 30 Pp. 66 ,
13,7,2004,Huila,Neiva,Cabecera Municipal - Barrio Timanco,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 30 Pp. 67,
13,7,2004,Huila ,Neiva,IP Vegalarga  ,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 30 Pp. 67,
14,7,2004,Putumayo,Puerto Guzman,IP Galilea - Vereda Yuribe,Fuerza Publica,Ejercito Nacional,1,Banco de Datos de Derechos Humanos y Violencia Politica del CINEP,
15,7,2004,Cordoba,Lorica,Corregimiento Cotoca Arriba,Desconocidos,Desconocidos,2,Noche y Niebla # 30 Pp. 68 y 69,
15,7,2004,Putumayo,Puerto Guzman,Vereda Villa Fatima,Fuerza Publica,Ejercito Nacional,1,Banco de Datos de Derechos Humanos y Violencia Politica del CINEP,
15,7,2004,Bolivar,Soplaviento,Cabecera Municipal,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 30 Pp. 68,
15,7,2004,Risaralda,Pereira,Cabecera Municipal - Barrio San Nicolas,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 30 Pp. 69,
15,7,2004,Atlantico,Polonuevo,,Grupos Paramilitares,Grupos Paramilitares,3,Banco de Datos de Derechos Humanos y Violencia Politica del CINEP,
15,7,2004,Caldas,Villa Maria,Cabecera Municipal - Barrio San Antonio,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 30 Pp. 69,
15,7,2004,Santander,Bucaramanga,Cabecera Municipal - Barrio Provenza,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 30 Pp. 69 y 70,
16,7,2004,Caldas,Anserma,Cabecera Municipal,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 30 Pp. 70,
17,7,2004,Boyaca,Chita,Vereda Cortadera,Fuerza Publica,Ejercito Nacional,1,Banco de Datos de Derechos Humanos y Violencia Politica del CINEP,
17,7,2004,Huila ,Baraya,Vereda Los Rios,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 30 Pp. 70,
17,7,2004,Magdalena ,Algarrobo,Sitio Los Manguitos,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 30 Pp. 70,
17,7,2004,Risaralda,Pereira,Cabecera Municipal - Barrio Galan,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 30 Pp. 71,
17,7,2004,Choco,Quibdo,Comunidad Santa Lucia del Fuerte - Sitio Piedras del Rio Negua,Guerrilla  ,Guerrilla-FARC,2,Noche y Niebla # 30 Pp. 71,
17,7,2004,Guaviare,San Jose del Guaviare,IP Charras,Guerrilla  ,Guerrilla-FARC,1,Noche y Niebla # 30 Pp. 71,
18,7,2004,Magdalena ,Santa Marta,Corregimiento Bonda - Sitio El Cuvaral,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 30 Pp. 71,
18,7,2004,Santander,San Vicente de Chucuri,IP Clavellinas,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 30 Pp. 71 y 72,
18,7,2004,Sucre,Toluviejo,Corregimiento Gualon,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 30 Pp. 133. Actualizacion Banco de Datos de Derechos Humanos y Violencia Politica del CINEP ,
19,7,2004,Cordoba,Monteria,,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 30 Pp. 72,
19,7,2004,Huila,Acevedo,Corregimiento San Marcos - Vereda La Florida,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 30 Pp. 72,
19,7,2004,Risaralda,Dosquebradas,Vereda El Rodeo,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 30 Pp. 72,
19,7,2004,Meta,El Castillo,IP Medellin de Ariari - Vereda Cano Embarrado,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 30 Pp. 72,
19,7,2004,Risaralda,Pereira,Vereda La Bananera,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 30 Pp. 72,
20,7,2004,Risaralda,Dosquebradas,Cabecera Municipal - Barrio Las Vegas,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 30 Pp. 73,
20,7,2004, Antioquia,Medellin,Cabecera Municipal - Barrio San Javier,Grupos Paramilitares,Grupos Paramilitares,3,Noche y Niebla # 30 Pp. 73,
20,7,2004,Bolivar,Magangue,,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 30 Pp. 74,
20,7,2004,Santander,Barrancabermeja,Cabecera Municipal - Barrio Versalles,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 30 Pp. 73,
20,7,2004,Tolima,Melgar,,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 30 Pp. 74,
20,7,2004,Valle del Cauca,Cali,Cabecera Municipal,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 30 Pp. 74,
20,7,2004,Valle del Cauca,Yumbo,Cabecera Municipal,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 30 Pp. 74,
21,7,2004,Magdalena ,Fundacion,Zona Rural,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 30 Pp. 75,
21,7,2004,Risaralda,Mistrato,Vereda La Linda,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 30 Pp. 75,
21,7,2004,Casanare,Aguazul,Cabecera Municipal,Grupos Paramilitares,Grupos Paramilitares,1,Banco de Datos de Derechos Humanos y Violencia Politica del CINEP,
22,7,2004,Caldas,Villa Maria,Cabecera Municipal,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 30 Pp. 75,
22,7,2004,Cordoba,Tierralta,,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 30 Pp. 76,
22,7,2004,Tolima,Lerida ,IP Las Delicias - Vereda San Jose,Grupos Paramilitares,Grupos Paramilitares,1,Banco de Datos de Derechos Humanos y Violencia Politica del CINEP,
23,7,2004,Santander,Barrancabermeja,Cabecera Municipal - Barrio Arenal,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 30 Pp. 76,
24,7,2004,Cauca,Patia (El Bordo),Corregimiento Piedra Sentada,Grupo Armado No Identificado,Grupo Armado No Identificado,3,Noche y Niebla # 30 Pp. 77,
24,7,2004,Atlantico,Barranquilla,Cabecera Municipal - Barrio Villa San Carlos,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 30 Pp. 77,
24,7,2004,Sucre,Sincelejo,Cabecera Municipal - Barrio La Terraza,Guerrilla  ,Guerrilla-FARC,1,Noche y Niebla # 30 Pp. 77,
25,7,2004,Caldas,Manizales,Caserio Alto de Lisboa,Grupos Paramilitares,Grupos Paramilitares,2,Noche y Niebla # 30 Pp. 78,
25,7,2004,Risaralda,Pereira,Cabecera Municipal - Barrio Villasantana,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 30 Pp. 77 y 78,
26,7,2004,Sucre,Sampues,Sitio Las Gardenias,Desconocidos,Desconocidos,1,Noche y Niebla # 30 Pp. 78 ,
26,7,2004,Cauca,Popayan,,Fuerza Publica,Ejercito Nacional y DAS,1,Noche y Niebla # 30 Pp. 79,
26,7,2004,Cauca,Corinto,Vereda San Luis Abajo,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 30 Pp. 79,
26,7,2004,Huila,Tello,Via a IP San Andres,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 30 Pp. 78,
26,7,2004,Risaralda,Pereira,Via a Cerritos,Grupos Paramilitares,Grupos Paramilitares,2,Noche y Niebla # 30 Pp. 79,
26,7,2004,Cauca,Miranda,Sitio La Caminera,Guerrilla  ,Guerrilla-FARC,1,Noche y Niebla # 30 Pp. 79,
26,7,2004,Magdalena ,, Comunidad Taninaka - Cuenca del rio Palomino,Guerrilla  ,Guerrilla-FARC,1,Noche y Niebla # 30 Pp. 78,
26,7,2004,Sucre,Galeras,Corregimiento Barraya,Guerrilla  ,Guerrilla-FARC,2,Noche y Niebla # 30 Pp. 78,
27,7,2004, Antioquia,San Luis,Corregimiento Buenos Aires - Vereda El Porvenir,Fuerza Publica,Ejercito Nacional,2,Banco de Datos de Derechos Humanos y Violencia Politica del CINEP,
27,7,2004,Atlantico,Soledad,,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 30 Pp. 79,
27,7,2004,Risaralda,Pereira,Cabecera Municipal - Barrio El Triunfo,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 30 Pp. 79 y 80,
28,7,2004,Huila ,Tello,Vereda La Esperanza,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 30 Pp. 80,
28,7,2004,Valle del Cauca,Cali,Cabecera Municipal - Barrio Salomia,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 30 Pp. 81,
28,7,2004,Arauca,Tame,Barrio Bella Vista,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 30 Pp. 80,
28,7,2004,Arauca,Tame,IP Betoyes,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 30 Pp. 80,
28,7,2004,Norte de Santander,Convencion,,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 30 Pp. 80,
29,7,2004,Sucre,Toluviejo,Corregimiento Las Piedras,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 30 Pp. 81,
29,7,2004,Caldas,Chinchina,Cabecera Municipal - Barrio Aguacatal,Grupos Paramilitares,Grupos Paramilitares,3,Noche y Niebla # 30 Pp. 81,
29,7,2004,Cordoba,Tierralta,Corregimiento Santafe de Ralito,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 30 Pp. 81 y 82,
29,7,2004,Sucre,Ovejas,Cabecera Municipal - Barrio El Sagrado Corazon,Grupos Paramilitares,Grupos Paramilitares,2,Noche y Niebla # 30 Pp. 81,
30,7,2004,Tolima,Ibague,Corregimiento Coello-Cocora - Sitio Partidas,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 30 Pp. 82,
30,7,2004, Antioquia,Apartado,Cabecera Municipal - Barrio Mangolo,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 30 Pp. 82,
31,7,2004,Bolivar,Magangue,,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 30 Pp. 83,
1,8,2004,Narino,Policarpa,IP Santa Cruz,Fuerza Publica,Ejercito Nacional,1,Noche y Niebla # 30 Pp. 95,
1,8,2004,Boyaca,Sogamoso,Cabecera Municipal,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 30 Pp. 95,
1,8,2004,Huila,Pitalito,Vereda Palmarito,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 30 Pp. 95,
1,8,2004,Magdalena ,Cienaga,Sitio La Ye,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 30 Pp. 95,
1,8,2004,Meta,San Juan de Arama,Caserio Costa Rica,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 30 Pp. 95,
2,8,2004,Risaralda,Balboa,IP Cruces,Grupo Armado No Identificado,Grupo Armado No Identificado,2,Noche y Niebla # 30 Pp. 96,
2,8,2004,Arauca,Tame,Cabecera Municipal - Barrio Santa Fe,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 30 Pp. 96,
3,8,2004, Antioquia,Granada,Corregimiento Santa Ana-Vereda La Estrella,Fuerza Publica,Ejercito Nacional,1,Banco de Datos de Derechos Humanos y Violencia Politica del CINEP,
3,8,2004,Magdalena ,Santa Marta,Cabecera Municipal - Barrio La Paz,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 30 Pp. 97,
3,8,2004, Antioquia,Apartado,Vereda La Victoria,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 30 Pp. 97,
3,8,2004,Cesar,Valledupar,Cabecera Municipal ,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 30 Pp. 96 y 97,
3,8,2004,Huila,Neiva,IP Fortalecillas,Grupos Paramilitares,Grupos Paramilitares,2,Noche y Niebla # 30 Pp. 97,
3,8,2004,Meta,San Juan de Arama,Vereda Penas Blancas,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 30 Pp. 97,
4,8,2004, Antioquia,Cocorna,Vereda Cebaderos,Fuerza Publica,Ejercito Nacional,1,Banco de Datos de Derechos Humanos y Violencia Politica del CINEP,
4,8,2004,Guaviare,Calamar,Zona Rural,Guerrilla  ,Guerrilla No Identificada,1,Noche y Niebla # 30 Pp. 98,
5,8,2004,Arauca,Arauquita,,Fuerza Publica,Ejercito Nacional,1,Banco de Datos de Derechos Humanos y Violencia Politica del CINEP,
5,8,2004,Arauca,Saravena,Vereda Cano Seco,Fuerza Publica,Ejercito Nacional,3,"Noche y Niebla # 30 Pp. 99,100 y 101",
5,8,2004,Atlantico,Luruaco,Cabecera Municipal - Barrio El Caguan,Grupo Armado No Identificado,Grupo Armado No Identificado,2,Noche y Niebla # 30 Pp. 98,
5,8,2004,Tolima,Honda,Cabecera Municipal - Barrio Jardin,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 30 Pp. 98,
5,8,2004,Tolima,Melgar,Vereda La Colorada,Grupos Paramilitares,Grupos Paramilitares,2,Noche y Niebla # 30 Pp. 98 y 99,
6,8,2004,Bolivar,El Carmen de Bolivar,Vereda La Reforma,Grupo Armado No Identificado,Grupo Armado No Identificado,2,Noche y Niebla # 30 Pp. 101,
6,8,2004,Caldas ,Supia,Sector Banderas,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 30 Pp. 101,
6,8,2004,Meta,Vista Hermosa,,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 30 Pp. 102,
7,8,2004,Cauca,El Tambo,,Grupos Paramilitares,Grupos Paramilitares,2,Noche y Niebla # 30 Pp. 103,
7,8,2004,Cauca,Paez,Resguardo Indigena Lame,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 30 Pp. 103,
7,8,2004,Cordoba,MonteLibano,Vereda San Rafael ,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 30 Pp. 102 y 103,
7,8,2004,Cordoba,Puerto Escondido,Corregimiento Morindo,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 30 Pp. 102,
8,8,2004,Bolivar,Cartagena,Corregimiento Pasacaballos,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 30 Pp. 104,
8,8,2004,Cundinamarca,Villeta,Cabecera Municipal,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 30 Pp. 104,
8,8,2004,Magdalena ,Santa Marta,Cabecera Municipal,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 30 Pp. 104,
8,8,2004,La Guajira,Uribia,Cabecera Municipal,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 30 Pp. 104,
8,8,2004,Meta,Villavicencio,Sito La Grama,Grupos Paramilitares,Grupos Paramilitares,2,Noche y Niebla # 30 Pp. 104,
8,8,2004,Norte de Santander,Tibu,Corregimiento La Gabarra - Vereda Cano Amarillo,Guerrilla  ,Guerrilla-FARC,1,Noche y Niebla # 30 Pp. 104,
9,8,2004,La Guajira,Riohacha,Cabecera Municipal - Barrio Guapuna,Desconocidos,Desconocidos,1,Noche y Niebla # 30 Pp. 105,
9,8,2004, Antioquia,Anza,Vereda La Chorclina,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 30 Pp. 106,
9,8,2004,Risaralda,Pereira,Vereda La Argentina,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 30 Pp. 105,
9,8,2004,Huila,Rivera,Cabecera Municipal - Barrio La Libertad,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 30 Pp. 106,
10,8,2004,Cauca,El Tambo,Corregimiento Uribe,Grupo Armado No Identificado,Grupo Armado No Identificado,2,Noche y Niebla # 30 Pp. 107,
10,8,2004,Valle del Cauca,Cali,Cabecera Municipal,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 30 Pp. 107,
10,8,2004,Tolima,Libano,,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 30 Pp. 106,
10,8,2004,Sucre,San Juan de Betulia,,Guerrilla  ,Guerrilla-FARC,2,Noche y Niebla # 30 Pp. 106,
11,8,2004, Antioquia,Granada,Corregimiento Santa Ana - Vereda La Mesa,Fuerza Publica,Ejercito Nacional,2,Banco de Datos de Derechos Humanos y Violencia Politica del CINEP,
11,8,2004,Cordoba,Tierralta,Via a Hidroelectrica de Urra,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 30 Pp. 108,
11,8,2004,Cordoba,Tierralta,Corregimiento Santafe de Ralito,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 30 Pp. 110,
11,8,2004,Santander,Barrancabermeja,Cabecera Municipal - Barrio Colombia,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 30 Pp. 109 ,
11,8,2004,Santander,Barrancabermeja,Via a Corregimiento El Centro - Sitio La Puerta del 11,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 30 Pp. 109,
13,8,2004,Guaviare,El Retorno,Vereda San Isidro Uno,Grupos Paramilitares,Grupos Paramilitares,2,Noche y Niebla # 30 Pp. 111,
13,8,2004,Tolima,Ataco,IP Santiago Perez - Vereda Agua Dulce,Guerrilla  ,Guerrilla-FARC,3,Noche y Niebla # 30 Pp. 110,
14,8,2004,Huila,Pitalito,Cabecera Municipal,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 30 Pp. 111,
14,8,2004,Risaralda,Mistrato,Vereda Genova,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 30 Pp. 111,
14,8,2004,Valle del Cauca,Tulua,Corregimiento Tres Esquinas,Grupo Armado No Identificado,Grupo Armado No Identificado,2,Noche y Niebla # 30 Pp. 111,
15,8,2004, Antioquia,Granada,Corregimiento Santa Ana,Grupo Armado No Identificado,Grupo Armado No Identificado,2,Noche y Niebla # 30 Pp. 113,
15,8,2004,Caldas,Samana,IP Encimadas - Vereda El Placer,Grupo Armado No Identificado,Grupo Armado No Identificado,2,Noche y Niebla # 30 Pp. 112,
15,8,2004,Huila,Pitalito,Cabecera Municipal - Barrio Popular,Grupo Armado No Identificado,Grupo Armado No Identificado,2,Noche y Niebla # 30 Pp. 113,
